Fuel_Type,Body_Type,Transmission,KM_Driven,Model_Year,Price,Engine,Brand,Model,Registration_Year,City
Petrol,Hatchback,Manual,10000,2019,7.8,1197.0,Maruti,Maruti Baleno,2019,bangalore
Petrol,Hatchback,Manual,50000,2012,4.75,1197.0,Maruti,Maruti Swift,2012,bangalore
Diesel,SUV,Manual,120000,2019,7.5,1497.0,Mahindra,Mahindra XUV300,2019,bangalore
Petrol,Hatchback,Manual,35469,2014,5.55,1197.0,Hyundai,Hyundai Grand i10,2015,bangalore
Petrol,Hatchback,Manual,40073,2017,6.07,1199.0,Honda,Honda Jazz,2017,bangalore
Petrol,Hatchback,Manual,65730,2017,5.14,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Petrol,Sedan,Manual,120000,2005,2.5,1590.0,Maruti,Maruti Baleno,2005,bangalore
Petrol,Hatchback,Manual,36184,2016,7.05,1197.0,Maruti,Maruti Baleno,2016,bangalore
Petrol,Hatchback,Manual,69310,2016,6.53,1197.0,Maruti,Maruti Baleno,2016,bangalore
Petrol,Sedan,Automatic,55643,2015,8.72,1497.0,Honda,Honda City,2015,bangalore
Petrol,Hatchback,Automatic,62803,2017,5.64,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Diesel,Hatchback,Manual,90000,2011,3.7,1199.0,Volkswagen,Volkswagen Polo,2011,bangalore
Petrol,Hatchback,Manual,68656,2015,5.5,1197.0,Maruti,Maruti Swift,2015,bangalore
Petrol,Hatchback,Manual,77501,2016,5.17,1199.0,Honda,Honda Jazz,2016,bangalore
Petrol,Sedan,Manual,40000,2016,6.2,1197.0,Maruti,Maruti Swift Dzire,2016,bangalore
Petrol,Sedan,Automatic,48325,2014,7.5,1497.0,Honda,Honda City,2014,bangalore
Petrol,SUV,Manual,30000,2022,12.2,1199.0,Tata,Tata Nexon,2022,bangalore
Diesel,Hatchback,Automatic,100000,2013,13.5,2143.0,Mercedes-Benz,Mercedes-Benz B Class,2013,bangalore
Petrol,Hatchback,Manual,69000,2015,5.75,1197.0,Maruti,Maruti Swift,2015,bangalore
Diesel,SUV,Manual,110000,2018,12.5,1956.0,Jeep,Jeep Compass,2018,bangalore
Petrol,Sedan,Manual,50000,2016,8.68,1591.0,Hyundai,Hyundai Verna,2016,bangalore
Diesel,MUV,Automatic,60000,2020,30.0,2199.0,Kia,Kia Carnival,2020,bangalore
Petrol,Hatchback,Manual,20000,2021,9.8,998.0,Hyundai,Hyundai i20,2021,bangalore
Petrol,Hatchback,Automatic,14999,2022,9.0,1197.0,Maruti,Maruti Swift,2022,bangalore
Petrol,Hatchback,Manual,90773,2016,5.5,1199.0,Honda,Honda Jazz,2016,bangalore
Diesel,Sedan,Manual,90000,2012,4.5,1598.0,Skoda,Skoda Rapid,2012,bangalore
Petrol,Hatchback,Manual,64917,2017,6.1,1197.0,Maruti,Maruti Swift,2017,bangalore
Petrol,Hatchback,Manual,70235,2017,5.43,1199.0,Honda,Honda Jazz,2017,bangalore
Petrol,Hatchback,Manual,30000,2021,9.8,998.0,Hyundai,Hyundai i20,2021,bangalore
Petrol,Hatchback,Manual,78782,2016,5.35,1199.0,Honda,Honda Jazz,2016,bangalore
Diesel,SUV,Manual,164000,2014,8.5,2179.0,Mahindra,Mahindra XUV500,2014,bangalore
Petrol,Sedan,Manual,72136,2016,6.61,1373.0,Maruti,Maruti Ciaz,2016,bangalore
Petrol,Hatchback,Manual,52486,2015,5.05,1197.0,Maruti,Maruti Swift,2015,bangalore
Diesel,Sedan,Automatic,150000,2007,4.5,1896.0,Skoda,Skoda Laura,2007,bangalore
Petrol,SUV,Manual,36887,2017,8.65,1199.0,Honda,Honda WR-V,2017,bangalore
Petrol,SUV,Manual,47962,2019,9.99,998.0,Hyundai,Hyundai Venue,2019,bangalore
Diesel,SUV,Manual,135000,2014,5.95,1461.0,Nissan,Nissan Terrano,2014,bangalore
Petrol,Sedan,Automatic,47398,2018,23.65,1798.0,Skoda,Skoda Superb,2018,bangalore
Petrol,Sedan,Manual,50000,2012,4.0,1368.0,Fiat,Fiat Linea,2012,bangalore
Diesel,Sedan,Manual,100000,2012,5.5,1248.0,Maruti,Maruti Swift Dzire,2012,bangalore
Diesel,SUV,Automatic,55000,2020,60.5,2993.0,BMW,BMW X4,2020,bangalore
Diesel,SUV,Automatic,110000,2011,16.0,1995.0,BMW,BMW X3,2011,bangalore
Petrol,Hatchback,Automatic,90000,2013,5.2,1197.0,Volkswagen,Volkswagen Polo,2013,bangalore
Petrol,Hatchback,Manual,116624,2016,6.16,1197.0,Maruti,Maruti Baleno,2016,bangalore
Petrol,Sedan,Manual,54561,2019,7.95,1462.0,Maruti,Maruti Ciaz,2019,bangalore
Petrol,Hatchback,Manual,65072,2016,6.24,1199.0,Honda,Honda Jazz,2016,bangalore
Petrol,Hatchback,Manual,133532,2017,5.49,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Diesel,MUV,Manual,120000,2010,7.6,2494.0,Toyota,Toyota Innova,2010,bangalore
Petrol,Sedan,Manual,39886,2013,5.24,1197.0,Maruti,Maruti Swift Dzire,2013,bangalore
Diesel,SUV,Manual,80000,2019,16.5,2179.0,Mahindra,Mahindra XUV500,2019,bangalore
Diesel,Hatchback,Manual,56976,2015,5.83,1248.0,Maruti,Maruti Swift,2015,bangalore
Petrol,Sedan,Manual,68303,2020,11.47,999.0,Volkswagen,Volkswagen Vento,2020,bangalore
Petrol,Hatchback,Automatic,80000,2013,17.5,1598.0,Mini,Mini Cooper,2013,bangalore
Diesel,Sedan,Automatic,54000,2016,8.25,1498.0,Skoda,Skoda Rapid,2016,bangalore
Diesel,SUV,Automatic,98500,2016,31.5,2179.0,Land Rover,Land Rover Discovery Sport,2016,bangalore
Petrol,Hatchback,Manual,72348,2018,7.55,1199.0,Volkswagen,Volkswagen Polo,2018,bangalore
Petrol,SUV,Manual,70000,2015,8.75,1591.0,Hyundai,Hyundai Creta,2015,bangalore
Petrol,Hatchback,Manual,62696,2021,8.55,999.0,Volkswagen,Volkswagen Polo,2021,bangalore
Diesel,SUV,Automatic,174000,2014,18.45,2982.0,Toyota,Toyota Fortuner,2014,bangalore
Petrol,Hatchback,Manual,65000,2016,5.25,1197.0,Hyundai,Hyundai Grand i10,2016,bangalore
Petrol,Hatchback,Automatic,36000,2017,6.5,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Diesel,MUV,Manual,199000,2011,9.5,2494.0,Toyota,Toyota Innova,2011,bangalore
Petrol,Sedan,Automatic,71905,2018,8.46,1497.0,Honda,Honda City,2018,bangalore
Petrol,Hatchback,Manual,69748,2013,4.24,1197.0,Maruti,Maruti Swift,2013,bangalore
Petrol,Hatchback,Manual,44000,2008,2.1,796.0,Maruti,Maruti Alto,2008,bangalore
Petrol,Sedan,Manual,17875,2021,9.59,1496.0,Toyota,Toyota Yaris,2021,bangalore
Petrol,SUV,Manual,95678,2020,8.89,1330.0,Renault,Renault Duster,2021,bangalore
Petrol,SUV,Automatic,12003,2022,8.5,999.0,Renault,Renault Kiger,2022,bangalore
Diesel,SUV,Manual,114427,2018,8.36,1498.0,Ford,Ford Ecosport,2018,bangalore
Petrol,SUV,Automatic,20000,2022,6.6,999.0,Renault,Renault Kiger,2022,bangalore
Petrol,Hatchback,Manual,64655,2012,3.34,1198.0,Honda,Honda Brio,2012,bangalore
Petrol,SUV,Manual,46456,2018,5.94,1198.0,Mahindra,Mahindra KUV 100,2018,bangalore
Petrol,SUV,Automatic,20000,2021,9.91,999.0,Renault,Renault Kiger,2021,bangalore
Diesel,SUV,Manual,50000,2018,14.5,1956.0,Jeep,Jeep Compass,2018,bangalore
Diesel,Sedan,Manual,90000,2011,2.19,1598.0,Volkswagen,Volkswagen Vento,2011,bangalore
Diesel,SUV,Manual,20000,2022,12.85,1493.0,Hyundai,Hyundai Venue,2022,bangalore
Petrol,SUV,Automatic,27000,2021,41.95,1969.0,Volvo,Volvo XC40,2021,bangalore
Diesel,MUV,Manual,150000,2008,4.55,2494.0,Toyota,Toyota Innova,2008,bangalore
Petrol,Hatchback,Manual,10000,2022,8.25,1197.0,Maruti,Maruti Baleno,2022,bangalore
Petrol,Sedan,Manual,40000,2018,8.25,1497.0,Honda,Honda City,2018,bangalore
Diesel,SUV,Manual,40000,2020,9.2,1498.0,Ford,Ford Ecosport,2020,bangalore
Diesel,Sedan,Automatic,20000,2018,33.0,2143.0,Mercedes-Benz,Mercedes-Benz C-Class,2018,bangalore
Diesel,SUV,Manual,91598,2017,7.29,1498.0,Ford,Ford Ecosport,2017,bangalore
Petrol,Hatchback,Manual,57521,2015,4.32,998.0,Maruti,Maruti Celerio,2015,bangalore
Diesel,SUV,Manual,100000,2016,7.0,1461.0,Renault,Renault Duster,2016,bangalore
Petrol,Sedan,Manual,7598,2021,14.99,1497.0,Hyundai,Hyundai Verna,2021,bangalore
Petrol,SUV,Manual,38520,2017,7.62,1598.0,Renault,Renault Duster,2017,bangalore
Petrol,SUV,Manual,20000,2022,16.25,1498.0,MG,MG Astor,2022,bangalore
Diesel,SUV,Manual,110455,2014,6.32,1461.0,Renault,Renault Duster,2014,bangalore
Petrol,SUV,Automatic,26901,2020,12.18,998.0,Hyundai,Hyundai Venue,2020,bangalore
Petrol,Hatchback,Automatic,65376,2017,5.24,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Diesel,SUV,Manual,28177,2018,14.05,2179.0,Mahindra,Mahindra XUV500,2018,bangalore
Petrol,SUV,Manual,10000,2022,13.9,998.0,Kia,Kia Sonet,2022,bangalore
Petrol,SUV,Automatic,30000,2021,18.9,1451.0,MG,MG Hector,2021,bangalore
Petrol,SUV,Automatic,27000,2018,12.75,1591.0,Hyundai,Hyundai Creta,2018,bangalore
Petrol,Hatchback,Automatic,90000,2010,2.75,1197.0,Hyundai,Hyundai i10,2010,bangalore
Petrol,Sedan,Manual,20000,2022,11.25,1497.0,Honda,Honda City,2022,bangalore
Petrol,Sedan,Automatic,82998,2016,6.5,1497.0,Honda,Honda City,2016,bangalore
Petrol,Sedan,Automatic,110000,2010,7.0,1781.0,Audi,Audi A4,2010,bangalore
Petrol,Sedan,Manual,14500,2019,11.0,1497.0,Honda,Honda City,2019,bangalore
Diesel,Sedan,Manual,120000,2016,2.6,1461.0,Mahindra,Mahindra Verito,2016,bangalore
Petrol,Hatchback,Automatic,68000,2010,3.95,1197.0,Hyundai,Hyundai i10,2010,bangalore
Petrol,Sedan,Manual,25887,2019,6.81,1197.0,Hyundai,Hyundai Xcent,2019,bangalore
Petrol,Hatchback,Manual,74094,2020,4.05,998.0,Maruti,Maruti S-Presso,2020,bangalore
Petrol,Hatchback,Automatic,40000,2018,7.65,1199.0,Honda,Honda Jazz,2018,bangalore
Diesel,Hatchback,Manual,91045,2014,4.87,1248.0,Maruti,Maruti Ritz,2014,bangalore
Diesel,SUV,Manual,80033,2018,14.74,2179.0,Mahindra,Mahindra XUV500,2019,bangalore
Diesel,SUV,Automatic,70000,2017,13.4,2179.0,Mahindra,Mahindra XUV500,2017,bangalore
Petrol,MUV,Automatic,13957,2021,7.7,999.0,Renault,Renault Triber,2021,bangalore
Petrol,Hatchback,Automatic,34140,2018,8.18,1197.0,Maruti,Maruti Baleno,2018,bangalore
Petrol,SUV,Manual,20056,2017,7.24,1497.0,Ford,Ford Ecosport,2017,bangalore
Petrol,Hatchback,Automatic,38233,2016,4.68,998.0,Maruti,Maruti Celerio,2016,bangalore
Petrol,Sedan,Manual,100000,2013,5.0,1390.0,Volkswagen,Volkswagen Jetta,2013,bangalore
Diesel,SUV,Manual,50000,2016,6.0,1498.0,Ford,Ford Ecosport,2016,bangalore
Diesel,SUV,Manual,70000,2017,13.5,2179.0,Mahindra,Mahindra XUV500,2017,bangalore
Petrol,Hatchback,Manual,44000,2016,5.25,1197.0,Hyundai,Hyundai Grand i10,2016,bangalore
Petrol,Hatchback,Manual,90000,2006,1.75,1341.0,Hyundai,Hyundai Getz,2006,bangalore
Petrol,Sedan,Automatic,30000,2016,7.25,1373.0,Maruti,Maruti Ciaz,2016,bangalore
Petrol,Hatchback,Manual,50000,2018,5.5,1197.0,Hyundai,Hyundai Grand i10,2018,bangalore
Petrol,Hatchback,Manual,98000,2019,6.5,1197.0,Maruti,Maruti Swift,2019,bangalore
Petrol,Hatchback,Automatic,47000,2017,7.75,1199.0,Honda,Honda Jazz,2017,bangalore
Petrol,Sedan,Manual,70000,2019,9.0,1591.0,Hyundai,Hyundai Verna,2019,bangalore
Petrol,Hatchback,Manual,16998,2020,4.08,796.0,Maruti,Maruti Alto 800,2020,bangalore
Petrol,Hatchback,Automatic,15256,2017,6.42,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Petrol,Hatchback,Automatic,4495,2020,5.21,999.0,Datsun,Datsun RediGO,2020,bangalore
Petrol,MUV,Manual,34561,2020,6.95,999.0,Renault,Renault Triber,2020,bangalore
Petrol,Hatchback,Manual,40000,2018,3.9,998.0,Maruti,Maruti Alto K10,2018,bangalore
Petrol,Hatchback,Manual,142135,2016,4.29,1199.0,Tata,Tata Tiago,2016,bangalore
Petrol,Sedan,Manual,120000,2021,5.2,1194.0,Ford,Ford Aspire,2021,bangalore
Petrol,Hatchback,Automatic,9553,2019,6.25,1197.0,Maruti,Maruti Wagon R,2019,bangalore
Petrol,Hatchback,Manual,7600,2022,6.01,999.0,Renault,Renault KWID,2022,bangalore
Diesel,SUV,Manual,120000,2017,13.0,1956.0,Jeep,Jeep Compass,2017,bangalore
Petrol,Hatchback,Automatic,20000,2017,6.45,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Diesel,SUV,Automatic,120000,2013,19.75,2967.0,Audi,Audi Q7,2013,bangalore
Petrol,Hatchback,Manual,45578,2016,6.95,1197.0,Hyundai,Hyundai i20,2016,bangalore
Diesel,Sedan,Automatic,100000,2014,16.44,1995.0,BMW,BMW 3 Series,2014,bangalore
Petrol,SUV,Manual,42000,2019,8.95,1497.0,Ford,Ford Ecosport,2019,bangalore
Petrol,Hatchback,Manual,90000,2013,3.5,1197.0,Hyundai,Hyundai i10,2013,bangalore
Diesel,Sedan,Manual,70000,2012,5.5,1582.0,Hyundai,Hyundai Verna,2012,bangalore
Diesel,SUV,Automatic,100000,2010,7.5,2953.0,Ford,Ford Endeavour,2010,bangalore
Petrol,Hatchback,Manual,16306,2017,5.81,1197.0,Maruti,Maruti Ignis,2017,bangalore
Petrol,Hatchback,Manual,25086,2020,5.13,1197.0,Maruti,Maruti Wagon R,2020,bangalore
Petrol,Hatchback,Manual,54845,2017,6.5,1197.0,Maruti,Maruti Baleno,2017,bangalore
Diesel,Hatchback,Manual,35642,2020,8.06,1498.0,Ford,Ford Freestyle,2020,bangalore
Petrol,Hatchback,Automatic,22173,2016,7.25,1197.0,Maruti,Maruti Baleno,2016,bangalore
Diesel,Sedan,Automatic,50000,2018,49.5,2993.0,BMW,BMW 5 Series,2018,bangalore
Petrol,Hatchback,Manual,67790,2014,4.26,1197.0,Hyundai,Hyundai Grand i10,2014,bangalore
Petrol,Hatchback,Manual,38000,2019,4.85,998.0,Maruti,Maruti Alto K10,2019,bangalore
Petrol,Hatchback,Manual,49713,2012,3.51,1198.0,Honda,Honda Brio,2012,bangalore
Petrol,Hatchback,Manual,10002,2021,4.9,999.0,Renault,Renault KWID,2021,bangalore
Diesel,SUV,Manual,46706,2017,14.95,2179.0,Mahindra,Mahindra XUV500,2017,bangalore
Diesel,Hatchback,Manual,90000,2014,5.1,1248.0,Maruti,Maruti Swift,2014,bangalore
Diesel,SUV,Automatic,106000,2016,27.5,1995.0,BMW,BMW X3,2016,bangalore
Petrol,Hatchback,Automatic,55833,2017,10.25,1197.0,Volkswagen,Volkswagen Polo,2017,bangalore
Diesel,SUV,Automatic,46716,2015,23.45,1968.0,Audi,Audi Q3,2015,bangalore
Diesel,Sedan,Manual,54000,2016,8.25,1498.0,Skoda,Skoda Rapid,2016,bangalore
Diesel,SUV,Manual,68000,2016,6.75,1498.0,Ford,Ford Ecosport,2016,bangalore
Diesel,Hatchback,Manual,113348,2010,1.9,1399.0,Ford,Ford Figo,2010,bangalore
Diesel,Sedan,Automatic,134000,2014,8.9,1968.0,Audi,Audi A6,2016,bangalore
Petrol,SUV,Automatic,20000,2022,8.23,999.0,Renault,Renault Kiger,2022,bangalore
Petrol,Hatchback,Manual,52311,2014,5.54,1197.0,Maruti,Maruti Swift,2014,bangalore
Petrol,Sedan,Manual,59514,2014,4.99,1197.0,Maruti,Maruti Swift Dzire,2015,bangalore
Petrol,SUV,Automatic,10000,2022,8.15,999.0,Renault,Renault Kiger,2022,bangalore
Petrol,Hatchback,Manual,36743,2020,7.19,1197.0,Maruti,Maruti Baleno,2020,bangalore
Petrol,Hatchback,Manual,83046,2015,3.72,998.0,Maruti,Maruti Celerio,2015,bangalore
Petrol,Hatchback,Automatic,10000,2018,5.15,998.0,Maruti,Maruti Celerio,2018,bangalore
Petrol,Hatchback,Manual,59420,2016,5.54,1199.0,Honda,Honda Jazz,2016,bangalore
Petrol,Sedan,Manual,4545,2023,7.0,1199.0,Tata,Tata Tigor,2023,bangalore
Petrol,Hatchback,Manual,70404,2011,4.1,1197.0,Maruti,Maruti Swift,2011,bangalore
Petrol,Sedan,Manual,39725,2016,6.85,1373.0,Maruti,Maruti Ciaz,2016,bangalore
Petrol,Sedan,Automatic,10000,2022,55.0,1998.0,BMW,BMW 3 Series,2022,bangalore
Diesel,SUV,Automatic,10000,2022,18.0,1493.0,Kia,Kia Seltos,2022,bangalore
Petrol,Hatchback,Manual,60000,2006,1.8,998.0,Maruti,Maruti Wagon R,2006,bangalore
Petrol,SUV,Manual,50000,2018,7.65,1497.0,Ford,Ford Ecosport,2018,bangalore
Petrol,SUV,Manual,10000,2023,19.5,1451.0,MG,MG Hector,2023,bangalore
Petrol,Sedan,Manual,50000,2013,4.91,1797.0,Hyundai,Hyundai Elantra,2013,bangalore
Diesel,SUV,Manual,23272,2021,11.75,1498.0,Ford,Ford Ecosport,2021,bangalore
Petrol,SUV,Manual,8407,2020,9.99,1496.0,Ford,Ford Ecosport,2020,bangalore
Petrol,Hatchback,Automatic,50000,2018,7.15,1197.0,Maruti,Maruti Swift,2018,bangalore
Diesel,Sedan,Automatic,10000,2018,34.0,1968.0,Audi,Audi A4,2018,bangalore
Petrol,SUV,Automatic,14881,2021,17.79,1353.0,Hyundai,Hyundai Creta,2021,bangalore
Petrol,Hatchback,Manual,54305,2012,4.04,1197.0,Hyundai,Hyundai i20,2012,bangalore
Petrol,Hatchback,Manual,50000,2016,3.58,1086.0,Hyundai,Hyundai i10,2016,bangalore
Petrol,Hatchback,Automatic,64998,2017,5.81,1197.0,Maruti,Maruti Ignis,2017,bangalore
Petrol,Hatchback,Manual,75940,2015,6.3,1197.0,Hyundai,Hyundai i20,2015,bangalore
Petrol,Hatchback,Manual,25639,2016,5.6,1199.0,Honda,Honda Jazz,2016,bangalore
Diesel,SUV,Manual,44107,2019,15.51,2179.0,Mahindra,Mahindra XUV500,2019,bangalore
Petrol,Sedan,Manual,60000,2014,5.25,1591.0,Hyundai,Hyundai Verna,2014,bangalore
Petrol,Hatchback,Manual,41594,2018,5.01,998.0,Maruti,Maruti Celerio,2018,bangalore
Petrol,Hatchback,Automatic,24786,2020,6.17,1197.0,Maruti,Maruti Wagon R,2021,bangalore
Petrol,Hatchback,Manual,56000,2017,3.65,998.0,Maruti,Maruti Alto K10,2017,bangalore
Petrol,Sedan,Automatic,90000,2018,9.95,1498.0,Honda,Honda City,2018,bangalore
Petrol,Hatchback,Manual,31000,2019,7.75,1197.0,Hyundai,Hyundai i20,2019,bangalore
Diesel,SUV,Automatic,30000,2018,47.0,1999.0,Jaguar,Jaguar F-Pace,2018,bangalore
Petrol,Sedan,Manual,36000,2017,7.7,1591.0,Hyundai,Hyundai Verna,2017,bangalore
Petrol,Hatchback,Manual,19065,2018,7.25,1197.0,Maruti,Maruti Swift,2018,bangalore
Petrol,Hatchback,Automatic,30538,2019,8.4,1199.0,Honda,Honda Jazz,2019,bangalore
Petrol,Hatchback,Manual,48891,2018,7.99,1197.0,Hyundai,Hyundai i20,2018,bangalore
Petrol,Hatchback,Automatic,60000,2014,13.8,1595.0,Mercedes-Benz,Mercedes-Benz A Class,2014,bangalore
Petrol,Hatchback,Manual,26676,2018,6.96,1197.0,Maruti,Maruti Swift,2018,bangalore
Petrol,Hatchback,Manual,35647,2015,5.76,1197.0,Maruti,Maruti Swift,2015,bangalore
Petrol,Hatchback,Manual,63825,2020,7.21,1197.0,Toyota,Toyota Glanza,2020,bangalore
Petrol,Sedan,Manual,31346,2018,9.95,1497.0,Honda,Honda City,2018,bangalore
Petrol,Hatchback,Manual,79349,2015,5.94,1197.0,Hyundai,Hyundai i20,2015,bangalore
Diesel,SUV,Manual,88203,2015,9.27,2179.0,Mahindra,Mahindra XUV500,2015,bangalore
Diesel,SUV,Automatic,37370,2018,32.75,1968.0,Audi,Audi Q3,2018,bangalore
Petrol,Hatchback,Manual,52228,2015,4.26,998.0,Maruti,Maruti Wagon R,2015,bangalore
Diesel,SUV,Automatic,70000,2015,11.0,1582.0,Hyundai,Hyundai Creta,2015,bangalore
Petrol,SUV,Manual,40542,2022,9.05,999.0,Nissan,Nissan Magnite,2022,bangalore
Petrol,SUV,Automatic,47936,2019,8.48,1498.0,Renault,Renault Duster,2019,bangalore
Diesel,Sedan,Automatic,70000,2008,5.75,2496.0,Skoda,Skoda Superb,2008,bangalore
Petrol,Sedan,Manual,110000,2013,4.0,1497.0,Honda,Honda City,2013,bangalore
Petrol,SUV,Manual,45000,2016,8.95,1591.0,Hyundai,Hyundai Creta,2016,bangalore
Petrol,SUV,Manual,20469,2019,10.99,998.0,Hyundai,Hyundai Venue,2019,bangalore
Petrol,Hatchback,Manual,60000,2011,4.25,1197.0,Hyundai,Hyundai i20,2011,bangalore
Petrol,Sedan,Manual,70000,2012,4.45,1197.0,Maruti,Maruti Swift Dzire,2012,bangalore
Diesel,Sedan,Manual,150000,2014,3.2,1598.0,Skoda,Skoda Rapid,2014,bangalore
Petrol,Sedan,Manual,46258,2017,7.75,1598.0,Volkswagen,Volkswagen Vento,2017,bangalore
Petrol,Hatchback,Manual,54242,2013,3.27,998.0,Maruti,Maruti Wagon R,2013,bangalore
Petrol,Hatchback,Automatic,90727,2017,6.61,1199.0,Honda,Honda Jazz,2017,bangalore
Diesel,SUV,Manual,100000,2012,7.75,2179.0,Mahindra,Mahindra XUV500,2012,bangalore
Petrol,Sedan,Manual,31003,2017,6.82,1197.0,Maruti,Maruti Swift Dzire,2017,bangalore
Petrol,Hatchback,Manual,24233,2017,5.77,1197.0,Hyundai,Hyundai Grand i10,2017,bangalore
Petrol,Hatchback,Manual,90000,2015,5.0,1198.0,Volkswagen,Volkswagen Polo,2015,bangalore
Petrol,Hatchback,Manual,36983,2017,6.79,1199.0,Honda,Honda Jazz,2017,bangalore
Diesel,Hatchback,Automatic,68915,2014,14.45,2143.0,Mercedes-Benz,Mercedes-Benz B Class,2014,bangalore
Petrol,Hatchback,Manual,5440,2021,7.76,1197.0,Maruti,Maruti Swift,2021,bangalore
Petrol,Hatchback,Manual,8096,2021,6.9,1199.0,Tata,Tata Tiago,2021,bangalore
Diesel,Sedan,Manual,120000,2012,3.8,1598.0,Skoda,Skoda Rapid,2012,bangalore
Petrol,SUV,Manual,60000,2014,5.6,1598.0,Renault,Renault Duster,2014,bangalore
Diesel,SUV,Manual,120000,2017,11.25,2179.0,Tata,Tata Safari Storme,2017,bangalore
Diesel,MUV,Manual,125903,2015,5.15,1461.0,Renault,Renault Lodgy,2015,bangalore
Petrol,Hatchback,Manual,33040,2018,7.99,1197.0,Hyundai,Hyundai i20,2018,bangalore
Diesel,SUV,Manual,110000,2009,12.0,2982.0,Toyota,Toyota Fortuner,2009,bangalore
Diesel,Hatchback,Manual,30722,2019,8.35,1396.0,Hyundai,Hyundai i20,2019,bangalore
Diesel,Sedan,Manual,80000,2016,7.5,1498.0,Honda,Honda City,2016,bangalore
Diesel,SUV,Manual,120000,2009,12.75,2982.0,Toyota,Toyota Fortuner,2009,bangalore
Diesel,Sedan,Automatic,33000,2017,30.75,2143.0,Mercedes-Benz,Mercedes-Benz E-Class,2017,bangalore
Petrol,Sedan,Manual,58778,2014,5.27,1497.0,Honda,Honda City,2014,bangalore
Petrol,Hatchback,Manual,51395,2019,4.26,998.0,Maruti,Maruti S-Presso,2019,bangalore
Petrol,SUV,Automatic,100000,2015,6.25,1496.0,Ford,Ford Ecosport,2015,bangalore
Petrol,Sedan,Manual,65881,2013,4.47,1197.0,Maruti,Maruti Swift Dzire,2013,bangalore
Petrol,Hatchback,Manual,49934,2014,5.52,1197.0,Maruti,Maruti Swift,2014,bangalore
Diesel,Sedan,Manual,91000,2016,7.95,1498.0,Honda,Honda City,2016,bangalore
Petrol,Hatchback,Manual,61576,2018,4.59,998.0,Maruti,Maruti Celerio X,2018,bangalore
Petrol,Sedan,Manual,114321,2016,7.0,1373.0,Maruti,Maruti Ciaz,2017,bangalore
Petrol,Hatchback,Manual,53125,2019,4.05,998.0,Maruti,Maruti S-Presso,2019,bangalore
Petrol,Hatchback,Automatic,36462,2020,5.36,999.0,Renault,Renault KWID,2020,bangalore
Diesel,SUV,Automatic,97542,2014,24.0,2143.0,Mercedes-Benz,Mercedes-Benz M-Class,2014,bangalore
Diesel,SUV,Automatic,89000,2017,47.45,2987.0,Mercedes-Benz,Mercedes-Benz GLE,2017,bangalore
Petrol,SUV,Manual,13000,2018,8.95,1498.0,Renault,Renault Duster,2018,bangalore
Diesel,Sedan,Manual,41000,2018,13.75,1582.0,Hyundai,Hyundai Verna,2018,bangalore
Petrol,Hatchback,Automatic,94471,2017,8.8,1197.0,Volkswagen,Volkswagen Polo,2017,bangalore
Diesel,MUV,Manual,58000,2011,10.3,2494.0,Toyota,Toyota Innova,2011,bangalore
Petrol,Hatchback,Manual,46000,2016,4.75,1197.0,Maruti,Maruti Wagon R,2016,bangalore
Petrol,SUV,Manual,10000,2022,11.5,1498.0,MG,MG Astor,2022,bangalore
Diesel,SUV,Automatic,36531,2020,56.75,1950.0,Mercedes-Benz,Mercedes-Benz GLC,2020,bangalore
Petrol,SUV,Manual,50000,2021,9.6,1462.0,Toyota,Toyota Urban cruiser,2021,bangalore
Petrol,Hatchback,Manual,36004,2020,5.32,998.0,Maruti,Maruti Celerio,2020,bangalore
Petrol,Sedan,Manual,58808,2016,6.51,1497.0,Honda,Honda City,2017,bangalore
Diesel,Sedan,Automatic,10000,2017,32.0,2143.0,Mercedes-Benz,Mercedes-Benz C-Class,2017,bangalore
Petrol,Hatchback,Manual,31983,2016,7.15,1197.0,Hyundai,Hyundai i20,2016,bangalore
Diesel,SUV,Manual,78536,2016,7.4,1248.0,Maruti,Maruti Vitara Brezza,2016,bangalore
Diesel,SUV,Manual,20000,2022,17.0,1493.0,Kia,Kia Seltos,2022,bangalore
Petrol,Sedan,Manual,54134,2013,4.55,1197.0,Maruti,Maruti Swift Dzire,2013,bangalore
Petrol,SUV,Automatic,10000,2021,16.99,1497.0,Kia,Kia Seltos,2021,bangalore
Petrol,Hatchback,Manual,27227,2019,5.24,1197.0,Hyundai,Hyundai Grand i10,2019,bangalore
Petrol,SUV,Automatic,25508,2019,17.65,1368.0,Jeep,Jeep Compass,2019,bangalore
Petrol,Hatchback,Manual,30000,2017,5.25,1197.0,Hyundai,Hyundai i20,2017,bangalore
Petrol,SUV,Automatic,20000,2019,16.0,1353.0,Kia,Kia Seltos,2019,bangalore
Diesel,Sedan,Manual,100000,2012,3.6,1598.0,Volkswagen,Volkswagen Vento,2012,bangalore
Petrol,SUV,Automatic,20000,2021,16.5,1997.0,Mahindra,Mahindra Thar,2021,bangalore
